,10-Heptadecenoic acid_ (Z)-_ TMS derivative,1_5-anhydro-D-sorbitol,1-Decanol_ 2-hexyl-,1-Dodecanol_ TMS derivative,1-Heptanol_ TMS derivative,1-hexadecanol,1-Hexadecanol_ TBDMS derivative,1-Monomyristin_ 2TMS derivative,1 monoolein,1-Monopalmitin_ 2TMS derivative,1-Nonene_ 4_6_8-trimethyl-,1-Octadecanol_ TMS derivative,1-octadecene,1-stearoyl-rac-glycerol,2-Ethyl-3-hydroxypropionic acid_ di-TMS,2-hydroxybutyric acid,2-Hydroxybutyric acid_ 2TMS derivative,2-ketoisocaproic acid 2,2-Methoxyestradiol_ 2TMS derivative,2-Monomyristin_ 2TMS derivative,2-Palmitoylglycerol_ 2TMS derivative,2-Propenoic acid_ 2_3_3-tris[(trimethylsilyl)oxy]-_ trimethylsilyl ester,2-Pyrrolidinone_ TMS derivative,3-indoleacetic acid,3-indolelactic acid 2,3-Pyridinol_ TMS derivative,4-hydroxyphenylacetic acid,4-Pyridinol_ TMS derivative,5alpha-Cholestanol,9-Decenoic acid_ TMS derivative,9-Hexadecenoic acid_ (Z)-_ TBDMS derivative,Acetamide_ TMS derivative,acetohydroxamic acid,.alpha.-D-Glucopyranose_ 2_3_4_6-tetrakis-O-(trimethylsilyl)-_ bis(trimethylsilyl) phosphate,.alpha.-Tocopherol_ TMS derivative,Aminomalonic acid_ tris(trimethylsilyl)-,Anthraquinone_ 1-(o-chlorophenyl)-,arabinose,arachidic acid,Arachidonic acid_ TMS derivative,aspartic acid 1,aspartic acid 2,Benzoic acid_ 5-methoxy-2-[(trimethylsilyl)oxy]-_ trimethylsilyl ester,Benzoic Acid_ TMS derivative_,Beta- alanine 1,.beta.-Gentiobiose_ octakis(trimethylsilyl) ether_ methyloxime (isomer 1),.beta.-Tocopherol_ TMS derivative,Butanoic acid_ 2_4-bis[(trimethylsilyl)oxy]-_ trimethylsilyl ester,Campesterol_ TMS derivative,capric acid,cholesterol,citric acid,citrulline 2,Creatinine,D-allose 1,D-glucose 1,D-glucose 2,Diethanolamine_ 2TMS derivative,Dihydrouracil_ 2TMS derivative,dioctyl phthalate,DL-isoleucine 1,DL-isoleucine 2,DL-Ornithine_ 3TMS derivative,D-malic acid,D-mannitol,Doconexent_ TMS derivative,D-threitol,D-(+)-Turanose_ octakis(trimethylsilyl) ether,eicosane,eicosapentaenoic acid,elaidic acid,ethanolamine,Ethanolamine_ 3TMS derivative,galactitol,galactonic acid 2,galacturonic acid 1,.gamma.-Tocopherol_ TMS derivative,gluconic acid 2,Gluconic acid_ 2-methoxime_ tetra(trimethylsilyl)-_ trimethylsilyl ester,Glucose_ 5TMS derivative,glycerol,glycerol 1-phosphate,glycine,Glycine_ 2TMS derivative,Glycine_ TMS derivative,glycolic acid,Glycolic acid_ 2TMS derivative,guanosine 2,Heneicosane,Heptacosane,heptadecanoic acid,Heptadecanoic acid_ glycerine-(1)-monoester_ bis-O-trimethylsilyl-,Hexadecane,hypoxanthine,inosine,Lactic Acid_ 2TMS derivative,lactose 1,L-alanine 1,L-alanine 2,L-Alanine_ 2TMS derivative,L-Alanine_ TMS derivative,L-asparagine 2,L-Asparagine_ 2TMS derivative,lauric acid,L-cystine 1,L-cystine 2,L-cystine 3,Leu-Trp_ N-trimethylsilyl-_ trimethylsilyl ester,L-glutamic acid 1,L-glutamic acid 2,L-glutamic acid 3 (dehydrated),L-glutamine 1,L-glutamine 2,linoleic acid,L-(+) lactic acid,L-leucine 2,L-lysine 1,L-lysine 2,L-methionine 1,L-methionine 2,L-norleucine 1,L-Phenylalanine_ 2TMS derivative,L-proline 2,L-Proline_ 2TMS derivative,L-Proline_ TMS derivative,L-serine 1,L-serine 2,L-Serine_ 2TMS derivative,L-threonine 1,L-threonine 2,L-tryptophan 2,L-tyrosine 2,L-valine 2,L-Valine_ TMS derivative,m-Cresol_ TMS derivative,Methoxyamine_ TMS derivative,Methyl Caprate,Methyl galactoside_ 4TMS derivative,Methyl Laurate,Methyl Myristate,methyl oleate,Methyl Palmitate,Methyl Stearate,Monolaurin_ 2TMS derivative,myo-inositol,Myristic Acid d27,N-acetyl-D-glucosamine 2,N-Acetyl glucosamine methoxime_ tetrakis(trimethylsilyl),Nonanoic acid_ TMS derivative,norvaline 2,Octadecane,O-phosphocolamine,oxalic acid,Oxalic acid_ 2TMS derivative,palmitic acid,palmitoleic acid,p-cresol,Pentadecanoic acid_ TMS derivative,Phenol_ TMS derivative,Phenylalanine 1,phosphoric acid,Phosphoric acid_ 2-(trimethylsiloxy)-1-[(trimethylsiloxy)methyl]ethyl bis(trimethylsilyl) ester,Phosphoric acid_ 2-[(trimethylsilyl)oxy]-1_3-propanediyl tetrakis(trimethylsilyl) ester,Phosphoric acid_ bis(trimethylsilyl)monomethyl ester,Propylene glycol_ 2TMS derivative,Propylparaben_ TMS derivative,Pseudo uridine penta-tms,psicose 1,Pyroglutamic acid_ TMS derivative,pyrophosphate,quinic acid,ribitol,Ribonic acid_ 2_3_4_5-tetrakis-O-(trimethylsilyl)-_ trimethylsilyl ester,ribose,(R_R)-2_3-Dihydroxybutanoic acid_ tris(trimethylsilyl)-,(R_S)-2_3-Dihydroxybutanoic acid_ tris(trimethylsilyl) deriv.,serotonin 1,stearic acid,succinic acid,tagatose 1,tetracosane,Tetradecanoic acid_ triethylsilyl ester,Thiazolidine-2_5-dione,threonic acid,trans-4-hydroxy-L-proline 1,trans-aconitic acid,tyrosine 1,tyrosine 2,Urea_ 2TMS derivative,uric acid 1,uric acid 2,uridine,Uridine_ 3TMS derivative,xanthine,xylitol,xylose 1
101,,4085072.462,,91731.1772,120714.6011,,69027.5877,3456066.329,,7534800.841,80872.643,152999.3717,,7299854.148,163059.6217,,997270.1778,,1800488.938,109591.1959,3610228.954,133694.7873,238055.5956,567624.6577,324960.2562,512799.8628,121040.3022,205530.4995,43330.7385,,2555816.782,901728.1001,1045562.113,675267.1675,964771.1922,688198.7656,69181.1858,337313.1725,,840259.4246,515856.8615,240688.5032,168355.2318,,139432.0013,13692.3807,32109.0733,313696.979,24364.5637,68728.585,,4004433.459,106613.3945,,1728747.563,,8495498.624,184628.7359,,3740165.248,4424975.536,2628978.624,615005.8628,560376.7815,798374.1816,,2062514.966,,77955.5425,226911.291,1558982.711,387065.3135,2681870.717,68227.5435,241458.2895,1886558.929,384713.7631,144022.4593,236617.1395,374200.3418,1377997.924,1639523.115,7040068.424,1494186.85,1273425.215,3790115.654,,31827.8051,121708.5904,98479.012,110117.8191,385472.4221,326579.3495,169377.5996,365465.6244,5886447.835,244800.9525,,626420.4224,3928317.676,1210556.355,379156.1704,143810.0743,,84669.2574,919714.279,1128956.381,993940.1923,1395630.186,778441.7131,8219981.325,1385985.927,52452.9691,1221727.538,1381593.486,2212981.065,1394469.592,1349868.436,237685.5295,201206.4486,2919022.857,855543.2778,4436653.616,1356165.316,7804847.789,1444764.435,2161812.818,3805797.629,5086807.165,2544931.012,3367708.259,3231343.897,530951.8624,5000529.598,,4852858.456,5729596.682,7177785.025,6465558.548,5317482.928,1470932.725,7006833.526,6299567.18,344716.1288,4880012.925,5921410.826,970308.0718,4432817.639,159632.9414,3801592.633,220227.6215,209303.4115,754986.1042,1111943.026,7452270.136,51635.4985,772698.0573,67758.4398,344891.8292,2424388.073,8372509.781,,,113058.2812,1083537.49,113495.8302,1990434.195,4320239.43,1485172.933,121011.7035,359602.1777,573116.0423,566010.9675,268245.488,210984.1371,531724.8258,,6092427.194,1273718.396,343813.2917,71544.5419,16381.7698,3456970.336,4191269.039,1275953.519,136726.5404,1789371.208,,11757182.98,8464134.014,108937.9519,232725.9875,327346.5561,,827095.6045,381235.0524
102,36983.3111,3905231.954,282219.6652,74782.9766,225773.555,,55681.9419,2138374.248,76772.166,6467581.234,239714.6713,149955.2197,284406.5114,6564907.435,241802.6155,680167.6664,,,,69922.3013,1796032.69,,253375.289,403109.8176,708437.6316,216311.4513,356182.6005,498464.8803,30293.3222,,1855151.427,576974.2965,676819.9255,1032993.502,1000009.233,106046.3049,202839.1017,498050.5822,,214885.7927,578792.1668,141756.7076,,,,167780.4569,46620.8789,1032756.08,27898.1541,,,4755409.138,44363.4986,,,8194523.403,8551160.503,,80970.008,2301666.747,3997534.585,632431.1146,,578036.2002,3242348.407,37093.902,5276054.637,,86850.9157,,4090714.431,,1403544.786,312136.4587,896879.7216,,239909.1433,421637.0802,525349.4367,,1106257.934,925327.8521,1052022.354,1255191.441,1350869.553,3567365.15,,,,,259395.0182,241807.3004,147838.3543,,217465.527,297198.2957,816013.8907,1099890.812,721393.4207,2000058.325,618418.8039,111877.7162,,,,768564.4772,1353743.43,189068.3027,652371.6346,247355.9289,,1323389.705,130989.6419,2426851.115,298259.3119,1395216.902,,2527025.005,119236.4561,99689.3997,2361641.956,949039.9231,1496587.253,1692178.456,8458376.577,1305802.337,960499.9496,1724705.037,259086.5437,1022857.886,3522827.15,5682227.505,462338.5037,5331525.473,193780.1347,2216324.287,5268455.214,8715396.546,6492354.154,5217215.247,1393175.88,5008329.99,6226894.34,246036.1254,6967293.219,5086195.688,1686656.692,2479123.801,94731.947,2942470.697,145260.9409,,123136.8539,7074958.075,6932720.511,394501.8624,2780122.355,149191.5898,200300.8126,2034125.707,8455508.831,119109.2955,,107604.1328,2927643.734,123328.5699,3577662.503,2308899.414,1200390.934,105193.1528,1679979.308,,154224.3619,590642.4204,335739.3151,812353.1573,,6053759.924,,480619.1351,52459.9526,15206.6517,4146727.636,7836339.927,240793.9114,616546.9569,,,,8439836.378,,816824.7016,,264646.383,2706984.72,480686.5433
115,,6283292.032,293954.8979,118105.8801,210557.03,115435.9688,31858.4199,4505066.339,,7152293.83,106463.2019,506947.1698,110682.5529,7385218.806,148727.9585,557351.0097,258296.7954,381533.6971,,148768.1976,5448039.706,142644.7955,162509.0364,536408.0539,527242.3078,,416318.4223,548202.3742,25166.6002,219871.071,2518399.327,497729.7295,547966.9615,180686.4914,833071.5823,421702.297,116991.1506,,136405.5219,454762.5237,822871.7206,215372.3022,,171568.923,119357.5908,15100.483,34541.064,315968.4471,80385.3901,183829.5985,5748164.064,7605801.255,153453.8446,,3303095.785,8755537.605,8505264.714,367695.7432,,8513304.534,4919791.367,4488473.641,1589688.486,726917.8917,315453.9393,46796.6055,1941555.3,3426259.692,118277.0168,182759.1176,531476.4879,246087.7655,3473974.594,89905.4087,135278.5256,1072381.756,292615.6519,142070.4835,,,2990941.197,880080.8186,8463190.981,1131961.85,1021212.17,4261176.035,92312.1829,121931.4065,283089.0991,122698.8617,156415.4936,428980.7818,,128686.9162,798938.1409,7344820.699,81301.3026,1303650.311,1654353.306,4050448.273,1076444.737,410336.1958,,733852.3509,91980.306,952219.4792,3653497.086,,929423.0242,1033259.358,7921848.801,2762322.424,75835.5658,2856925.796,884040.4195,3818838.442,,4779209.414,396313.3669,370981.7636,2895029.476,1663321.912,4731219.07,1935671.142,8486461.915,1463670.665,2266116.353,,4000680.407,1961132.461,10444804.17,7491258.162,913958.3389,6640116.033,307329.1603,4505980.579,4528834.918,8454490.915,5337741.515,4617307.461,1519303.117,7133982.614,6370216.953,404815.2333,5750818.947,7606594.232,1492063.03,,350449.194,4557118.29,105892.962,111941.1309,,4139259.754,8451520.533,338052.1425,,142566.5054,25577.0396,2977872.919,7672842.536,366488.7409,900110.7165,423454.7666,3292357.85,130393.5142,1453225.95,4058330.337,1075989.145,2349156.688,2925483.949,98387.9343,436085.592,352030.8989,123224.1185,667981.4306,119029.449,7476737.374,2177745.793,,224458.6437,,,6597047.33,474036.5573,140148.8132,2341264.267,7590601.876,3854919.787,8531985.249,,212508.6831,201609.0736,32961.1401,671325.1257,
118,,3334208.745,435231.1428,,221398.3594,,,3918380.968,67452.6569,6607023.99,118176.1184,,268902.2278,6761655.345,122293.4982,497160.1112,,316073.2154,,115750.0614,4834760.514,122753.5635,152522.6326,286749.3774,386838.0572,,49775.8565,,40610.6861,157702.4088,5103719.45,435845.1776,723077.7949,644049.562,1400023.623,634424.7329,615058.6334,,96889.6198,296547.7576,570203.0036,308584.3222,274926.2188,112503.6705,105670.9492,10529.4992,29980.7077,413290.732,77967.3045,214660.4626,6771622.682,5146817.838,292694.8276,,,8075803.892,8743028.553,,86344.5531,4566055.728,4131331.999,1314582.477,1540489.25,350830.9688,1223863.973,89975.226,2397698.969,,85583.2276,,2473664.347,,2988395.419,142695.8397,529844.1706,722205.0374,295760.3892,255830.0439,,,760519.6475,388520.3556,8538929.825,1902554.534,1288706.357,3750066.787,139048.7368,21301.3559,83160.7261,,114809.4818,384385.5526,198814.3934,137120.9266,376546.9407,3827407.103,211271.4921,1983797.647,1283526.684,2374179.4,754025.8706,473521.8764,165774.5457,,85361.4231,1179534.201,3733289.49,,543271.124,528862.0868,7155240.047,2946940.458,90396.8866,2100772.813,724850.7262,2093870.708,3371592.387,5292229.681,438809.6913,407714.8652,2344161.314,1508988.394,4432306.922,1825606.72,8416616.506,1477433.736,2709993.791,,5635916.134,3892265.623,5783626.701,6618611.728,371328.7592,4986365.651,,3390505.405,4251370.122,8717247.107,4650527.416,4191868.01,1312526.38,5918960.042,5668123.709,379590.8579,6885277.933,6828859.36,,,188651.4894,3660615.088,,186959.896,4121861.303,969309.9343,8424981.281,339079.3513,1557239.576,96647.1256,349208.851,2828091.083,28487.0244,248836.9488,,691927.6653,2712818.919,105994.8691,1906889.495,999526.0873,1283242.987,2098154.888,,,709250.9,520231.0533,507946.1008,337832.1897,,6285789.489,1410722.689,,56140.2863,,1388330.768,5383561.922,895266.7638,181723.4142,1425875.354,,,8639848.795,,239548.5857,,,987885.1793,
12,91640.1769,,,101865.6196,162817.5938,49627.4329,75238.0667,3750240.303,,7798344.734,74276.2147,,34244.1145,7911798.744,441144.3913,,511746.4209,1603692.842,,134100.108,4579581.321,104893.9045,229356.8573,339174.5028,317998.2808,394726.2109,54893.6968,,42487.579,78423.9363,2517040.345,753023.0313,615483.3775,262267.6372,1065215.65,311088.9395,506317.3801,353322.191,100892.6288,515776.655,398760.7647,213879.8906,253269.882,,,19785.5419,37323.3264,227675.1795,15435.7265,98142.8514,,4025377.398,85234.5911,235677.3772,1607408.5,,8286050.886,261073.345,41984.3514,3739821.436,5812261.367,2455939.632,121181.8073,576655.7966,851936.9891,115596.4171,1471756.914,4148934.074,75917.9323,814909.3335,3263808.401,405269.0876,2529873.609,131228.5979,64114.3103,991766.0808,260836.8405,199838.8256,148421.7953,,1694343.321,779047.2052,1451491.93,917901.1342,578910.5018,3379630.15,,100029.084,120963.5747,123475.2071,323638.7593,343465.3524,320516.3478,176738.0981,908398.8842,3913676.189,114124.0644,1699150.745,,1779043.744,1198334.597,227094.7535,153537.0565,,,568927.5766,1543938.969,230334.2327,880901.0896,412924.5773,8451599.758,,35524.2977,2762898.283,,2262337.44,1824024.375,2240372.837,277620.2229,213736.966,3923911.216,1036225.164,2716836.156,604521.6207,7075770.202,674535.5104,697568.8956,3020891.405,2959258.805,1062452.617,9212993.401,5375733.064,793319.2765,6883260.281,,5289389.048,5343423.931,8407999.333,6224085.176,4863029.196,1445718.8,6096964.286,6071176.823,347168.6198,3566797.774,6176164.245,1452630.378,1609926.52,85189.7686,3835283.153,138579.6323,196496.989,3086741.527,6776496.792,8189418.129,491310.6724,652874.1328,175308.163,106202.7224,2507352.515,8411591.119,,,174736.7125,,151260.5821,924339.7658,4354410.011,1244371.073,153271.22,,820832.7387,,874748.4228,383910.0044,645834.7178,78881.5398,6581752.983,1014287.564,166707.8022,71858.5523,10664.0337,2794638.287,3725416.643,640831.2361,83932.9961,1991803.686,,16420061.94,8562342.704,,376628.1063,,88882.5262,121834.4619,380799.4744
120,41152.7939,6043819.013,66953.4405,,153221.6428,,83463.298,2159871.326,108888.3202,6626709.924,339234.0073,146065.4529,416873.3166,7008422.526,138469.903,,194665.1881,102756.7598,,57080.2375,2447587.774,100350.4405,229323.9446,207701.9981,332558.8281,,41740.1562,370392.8052,29057.1169,,2685887.664,871679.711,794030.6978,,1061137.618,382197.0046,386669.1088,264910.6422,240503.4617,109050.7582,280044.4766,109499.1911,,,100751.2641,102037.4862,,163256.1428,13590.7563,,4359573.892,3610595.527,48503.9117,,1575861.821,6838095.298,8398243.647,218598.0633,24480.673,2270101.908,3422911.634,1752253.525,628614.2259,358792.596,,93052.3159,1256915.41,,66970.7152,141777.0224,3756794.427,,1760734.948,,154010.6433,,291164.4363,,,,2448744.628,722522.7657,3803560.549,525055.4541,343742.329,3785400.219,,,,,266214.8454,345638.8764,172116.2358,58837.6298,141520.2928,,,,,950642.0673,290394.0261,161407.9288,219109.3641,,136846.9153,858732.2926,1650177.582,290589.1674,901267.3002,453311.2719,8400846.937,1358047.299,,1768978.2,575762.0344,,3095670.063,828845.221,304110.3972,228566.7186,2886986.097,1061427.02,1788969.807,697289.5269,5144220.875,,1372572.697,3849241.415,5241494.822,2336863.025,6463433.572,2407613.797,420613.0168,3335073.53,786390.5172,4101727.081,4249958.287,8061199.098,6125820.765,5878621.216,1724821.829,7196140.807,6406966.613,261722.0688,3969601.852,5615054.773,796014.7314,4852491.02,,2360260.011,108143.9792,116671.5307,,1503105.887,6946522.409,372453.7519,,92634.1597,38740.3551,2452697.258,8511697.254,,,155188.6105,,72336.6028,1076749.534,5105184.909,1213706.572,86653.6225,,542328.8517,283480.1141,86277.8785,360732.0789,446590.5003,38955.4944,6053087.166,790572.096,211482.9965,46118.441,,3763760.972,3319687.928,423624.5495,87038.8885,3292208.119,,8790570.705,7288475.032,63413.3479,,302390.6038,19009.5863,490665.8132,315079.332
126,85239.8757,4449912.618,,89054.7462,148350.8795,,45084.9684,2368984.506,,6173765.199,168188.2194,211423.2178,294718.5999,9180576.787,250920.6732,158129.7988,867602.5706,167390.4443,,56553.9276,2368916.801,119051.8693,234168.1763,,303327.4837,,102913.7157,376622.1429,40749.5645,117544.6402,2185004.787,674901.8894,556063.8311,813186.0973,935048.8882,,635372.309,253547.8112,295469.2425,354303.7916,538345.4051,226740.6368,,,161351.2933,,,186571.2424,31772.8705,148122.5179,4676376.464,4596504.037,48026.6515,,2030237.298,8364099.814,8400204.997,,46873.4152,3004642.648,2437483.279,1961269.22,210385.0219,519090.6734,3407947.495,85796.8537,1759971.643,,68073.6103,,4066058.985,,1841112.188,,176097.6058,,286406.3273,143744.1066,,,1679617.989,933455.3292,2967708.876,,264717.4116,3547001.185,86495.3312,45968.3053,,81353.4707,492242.7543,271537.0847,199398.5887,66982.1135,649901.0085,4925952.045,525008.6035,,,2823309.163,639275.406,39758.9014,,826253.8284,256464.4789,807358.1478,1207397.386,342101.5706,962401.8729,448827.6531,,784665.4078,,2315598.52,1234085.844,,,681649.5736,212912.4607,164390.6807,2142431.624,944386.9947,3723639.631,1314016.112,7012774.02,,966555.4069,3461492.891,3406573.669,1487321.281,2986941.502,1692237.108,353789.5643,3731490.974,629281.346,6362636.292,4808912.222,7032165.592,6793448.403,6477875.356,1777312.053,7075746.619,6779859.977,236800.6711,6498473.519,5565500.782,,3426660.85,76492.7185,2518661.649,63670.5223,208141.2295,,2153665.431,7254896.879,514256.3342,,234192.4932,139249.0638,1880152.186,8400731.763,112402.6951,,174772.4643,10769710.6,80426.556,1301089.516,4396526.057,973362.3951,91606.1406,,126331.512,560647.9976,158375.0208,203343.8183,803357.6303,71036.105,6092633.144,1564050.629,341493.2875,55437.1933,,3291595.299,6190688.732,389088.2014,113679.7153,2435101.693,,5997694.267,8567007.13,117790.0755,,363786.0847,,986731.2522,343222.2664
129,91642.097,4740130.819,359886.5895,68232.6828,252848.5584,98935.899,,2479858.4,126441.6169,6593620.688,139343.383,238488.6062,281929.0327,6695419.555,297529.2808,700000.2117,811674.3301,1345107.381,,89395.1358,3745254.871,151168.8747,201893.3612,524926.667,394975.8834,444887.188,264235.4894,441398.3308,33511.9157,155269.5544,1839461.339,699725.8592,942780.7113,,754180.4725,556387.2107,103009.1278,333874.9192,160623.5258,212016.656,464111.7261,433952.6088,90968.4653,,,,26554.3629,315295.7561,16815.0769,154430.7176,,4999692.58,143620.0609,337461.7876,,8126527.301,8492233.868,,47747.7287,2941190.393,4300021.486,1458083.077,622401.4815,514300.7244,1052771.706,34285.9955,1804123.635,,,,4104449.817,174793.0699,1998612.782,,,,143179.1201,161564.2693,93949.1627,,1224985.097,369804.0917,6149722.079,1897783.473,1356104.532,4030169.221,131932.8567,,121555.9714,127126.257,279509.7712,280651.4702,188867.5683,,,2152801.182,113274.9813,1303412.056,510059.6806,1957921.425,887510.5416,444720.8109,235016.1712,777187.5069,55609.455,688860.1594,1773712.075,,1891434.036,948933.4137,8049238.869,2262740.131,169702.8192,2450099.13,595758.8001,2056413.842,2088931.079,3154831.147,455513.5151,338909.0668,2482656.212,1768288.988,4556016.056,1562576.14,8515129.019,1155023.226,1603248.903,,3940600.49,1604275.253,8549431.847,6753147.191,705488.5164,6771212.882,,2491310.201,6298303.376,8125364.553,6511691.808,5156008.997,1497117.911,6863196.359,6271648.319,247984.9361,4815535.469,5492876.975,1314006.122,457106.5898,166167.7054,4515921.93,161047.0742,120902.9034,1094710.166,4730191.17,6971589.985,679930.9964,607481.0873,144858.2772,628309.601,3757771.33,8414747.642,116101.8347,,220483.0457,127430.1172,86057.7805,1205603.022,1659093.441,,89366.0201,,760408.9432,336900.5288,274477.4856,156860.2279,694163.0677,94793.9654,6090293.93,997869.7062,,100841.4145,,1111059.337,3612247.649,802958.0991,107478.5863,2036755.522,,,7379482.865,,168141.3641,184797.8766,182432.868,75287.0369,246537.4129
134,90518.3289,3410601.819,140481.3297,84922.4996,137074.3439,57329.7229,59004.859,2033774.108,74080.3706,6403135.309,248038.8084,175787.9174,213736.1645,6207005.439,,582693.2295,507094.2709,122727.8862,1583952.639,62400.3397,2454776.864,105191.5674,218774.1181,446697.5824,223406.9603,518222.4847,176417.8506,404220.4286,56878.3127,57927.2622,1660923.783,771230.5644,727657.2288,498452.9426,834905.5531,,74973.0844,285844.0612,165747.6087,283847.6096,508773.8989,132821.8409,,,56075.1058,,102772.8464,373453.1707,27536.51,126808.9087,,3760029.963,87160.1311,,2154182.113,7989919.982,8405368.941,94829.9034,99671.9163,3351693.689,3291721.316,1951862.49,438611.4709,513627.502,514583.4984,129411.418,2030067.186,,73491.6334,,3988139.277,351973.9091,1885010.298,57167.1956,184482.6894,1644542.628,33497.8522,52787.6826,263724.0016,,1696150.672,951399.7602,5674055.19,998404.0708,755419.7673,3555347.091,98887.5851,26843.9611,,133906.1897,317824.5912,299957.6348,97933.2889,129581.584,347728.5935,7319271.79,268025.3137,,422829.3111,2369905.505,597345.5965,258891.9998,135166.6834,,,726710.0747,1264754.831,620606.9906,1227055.992,711423.5169,,1053761.141,21592.3181,1912168.326,,1356071.171,,1261704.959,232870.4385,168932.6728,2064523.62,851564.2402,7029569.525,2232685.213,8423068.541,1608013.197,1336539.17,,3479935.816,1551080.485,2415812.858,2435281.991,459326.1193,5028125.498,89335.0944,5836289.485,4253366.224,6625897.036,4739282.841,3519890.559,1040796.233,5210173.532,4611586.907,210833.6737,4373390.075,5173714.644,1320068.403,4919379.03,144728.2328,3461434.775,114915.0861,101104.4147,451768.9477,4343913.583,6797903.798,634911.7288,,157002.2638,812266.958,2066716.496,8522533.761,95536.2249,,88399.1801,3613354.998,70352.7869,1509623.044,3806114.9,,67490.5654,2035241.292,1089914.622,601459.4153,209917.4046,125338.2345,315430.3905,70918.2895,5735417.229,1401303.325,241129.2703,83563.0762,,3468454.764,4288357.33,434949.515,128417.7897,1677313.377,,8254762.687,8467477.49,,274253.8321,283545.7294,23119.997,161620.4019,
138,60751.5336,5876277.297,568667.7061,77585.321,183079.9926,56982.7623,,2745782.046,103010.3587,6988263.069,49487.5297,135588.6499,830007.7161,7406714.205,226015.4821,498510.3524,251201.3936,232736.7192,,98557.707,4163356.764,113261.1185,139685.455,162855.16,293976.9654,243781.462,88725.6238,,23942.8541,91121.54,2478386.319,596948.2439,665029.7269,,1178529.634,,269904.2226,578070.5377,250368.4199,261899.1845,408746.098,181855.3078,,17472.2077,66629.7776,6174.9619,36207.6783,136237.8493,,155677.4773,4602711.483,4079681.687,51674.456,,2843557.164,8391956.042,8465432.904,286194.837,46350.4265,3155418.893,4891664.299,2570702.05,297907.2497,437593.3287,252494.3278,52905.5431,1381527.194,2551917.119,152959.6993,94057.9612,4231346.595,311354.2245,1872697.934,,47396.4866,724728.4556,116050.4923,120107.5901,166353.3894,,2644725.309,422266.0903,3136921.197,697892.9344,459799.6817,3735132.74,,17187.0803,183393.1757,,517603.5156,322608.1228,109580.6174,95787.3271,170488.9905,3943702.38,61841.9796,,,2095901.584,628270.7799,211207.3126,138294.9645,543667.376,175325.5286,487701.8988,758744.2024,,1448946.391,546942.3326,8440287.977,1206853.074,,2103548.144,465685.5252,1843825.476,4585294.416,2668002.115,373249.5356,191466.6054,4241238.002,1207410.196,3409897.363,1333699.549,8358467.091,,946728.5955,1802336.348,3379601.223,1052806.977,6745292.724,3345190.415,594933.7088,6651387.023,142751.2076,2627354.448,6463508.236,8429001.54,7590919.72,6299116.671,1855945.929,7929010.147,7054052.22,304249.8182,3003472.198,5728082.432,1442204.936,771842.8004,120133.9881,3672238.317,146601.2165,184558.3292,,5328985.504,7561641.254,512598.8983,,162663.8896,90729.1682,3309357.041,8645741.473,166797.2588,,191040.8156,3628900.852,95807.9403,853063.659,2111566.708,1121891.83,201563.3583,,542869.1184,290393.5947,262897.8452,112977.1066,305190.5013,66071.7489,6931561.651,747509.458,,168672.8374,16331.2044,3630240.049,3312688.076,451869.6771,94882.7924,2950638.319,,,8405422.582,96946.6543,293990.844,,39785.8052,219325.6031,
142,80001.9699,5136259.092,,100947.5266,233114.1747,74895.025,40905.114,3511363.616,,7464879.322,114365.9127,173889.3423,25242.1045,7693280.071,318050.8127,584025.2005,465521.3209,1630164.269,826770.9927,137207.3807,4597150.62,143044.651,209798.4456,170151.0287,312875.4013,504620.1571,79285.6626,466996.169,31383.9594,128730.6983,1675724.034,578482.8155,608107.3493,584868.0687,877378.4863,296968.8968,228665.3186,418108.8722,94796.6024,322209.1717,973669.7867,321993.3683,,,,9270.5632,22795.3508,297911.4678,16944.7594,113182.578,,5041924.518,112768.3876,285826.452,1326900.702,,8491390.804,,55416.5188,4805655.408,6010874.747,2323707.012,169941.5811,2913373.797,412954.1386,,2543409.91,,112040.4011,185972.3899,777978.1918,295731.3171,2504422.34,,98237.6635,1280524.895,166470.5613,,210507.9643,,1846279.946,656189.4895,3027989.195,846812.4888,572009.0565,4010775.76,195101.3422,43145.7055,180110.1626,96319.3647,339432.2094,305185.4046,231933.3658,,404961.1557,9566211.352,678027.4963,2625299.169,598235.8612,4497411.639,1344981.245,534841.6025,311533.601,,,509406.6597,1366510.336,,1462118.318,700931.4358,,2461827.05,141376.85,3006466.479,442357.2026,2435224.067,,3141454.426,405545.955,318445.6296,4182816.205,1164900.108,6366443.216,2227553.442,8308565.611,1998820.436,1822924.0,,3339757.121,1198565.653,2794086.661,4948946.129,3515349.427,8223990.866,305067.8567,3834505.086,6275472.294,8448051.028,6458738.844,5164088.939,1562144.125,5953720.183,6410393.884,346831.6625,3060096.431,5821418.531,2456947.43,1970891.306,182585.524,4674944.221,277859.7283,243860.8523,716861.304,4291754.138,8470057.337,545427.2784,2218251.827,176471.6761,594385.7239,2364774.817,8498080.876,124519.7689,,107571.5505,93763.8509,92451.6562,1161928.12,4364586.742,,129191.9632,,820026.0889,,350531.5602,184804.3135,1491804.607,,6711501.13,1402419.141,,109512.1441,14828.4804,4260486.185,6696777.573,204708.2442,205601.3193,1143430.576,,8484597.01,8462742.42,,159854.2773,277197.1672,,118804.6962,
