,10-Heptadecenoic acid_ (Z)-_ TMS derivative,1_5-anhydro-D-sorbitol,1-Decanol_ 2-hexyl-,1-Dodecanol_ TMS derivative,1-Heptanol_ TMS derivative,1-hexadecanol,1-Hexadecanol_ TBDMS derivative,1-Monomyristin_ 2TMS derivative,1 monoolein,1-Monopalmitin_ 2TMS derivative,1-Nonene_ 4_6_8-trimethyl-,1-Octadecanol_ TMS derivative,1-octadecene,1-stearoyl-rac-glycerol,2-Ethyl-3-hydroxypropionic acid_ di-TMS,2-hydroxybutyric acid,2-Hydroxybutyric acid_ 2TMS derivative,2-ketoisocaproic acid 2,2-Methoxyestradiol_ 2TMS derivative,2-Monomyristin_ 2TMS derivative,2-Palmitoylglycerol_ 2TMS derivative,2-Propenoic acid_ 2_3_3-tris[(trimethylsilyl)oxy]-_ trimethylsilyl ester,2-Pyrrolidinone_ TMS derivative,3-indoleacetic acid,3-indolelactic acid 2,3-Pyridinol_ TMS derivative,4-hydroxyphenylacetic acid,4-Pyridinol_ TMS derivative,5alpha-Cholestanol,9-Decenoic acid_ TMS derivative,9-Hexadecenoic acid_ (Z)-_ TBDMS derivative,Acetamide_ TMS derivative,acetohydroxamic acid,.alpha.-D-Glucopyranose_ 2_3_4_6-tetrakis-O-(trimethylsilyl)-_ bis(trimethylsilyl) phosphate,.alpha.-Tocopherol_ TMS derivative,Aminomalonic acid_ tris(trimethylsilyl)-,Anthraquinone_ 1-(o-chlorophenyl)-,arabinose,arachidic acid,Arachidonic acid_ TMS derivative,aspartic acid 1,aspartic acid 2,Benzoic acid_ 5-methoxy-2-[(trimethylsilyl)oxy]-_ trimethylsilyl ester,Benzoic Acid_ TMS derivative_,Beta- alanine 1,.beta.-Gentiobiose_ octakis(trimethylsilyl) ether_ methyloxime (isomer 1),.beta.-Tocopherol_ TMS derivative,Butanoic acid_ 2_4-bis[(trimethylsilyl)oxy]-_ trimethylsilyl ester,Campesterol_ TMS derivative,capric acid,cholesterol,citric acid,citrulline 2,Creatinine,D-allose 1,D-glucose 1,D-glucose 2,Diethanolamine_ 2TMS derivative,Dihydrouracil_ 2TMS derivative,dioctyl phthalate,DL-isoleucine 1,DL-isoleucine 2,DL-Ornithine_ 3TMS derivative,D-malic acid,D-mannitol,Doconexent_ TMS derivative,D-threitol,D-(+)-Turanose_ octakis(trimethylsilyl) ether,eicosane,eicosapentaenoic acid,elaidic acid,ethanolamine,Ethanolamine_ 3TMS derivative,galactitol,galactonic acid 2,galacturonic acid 1,.gamma.-Tocopherol_ TMS derivative,gluconic acid 2,Gluconic acid_ 2-methoxime_ tetra(trimethylsilyl)-_ trimethylsilyl ester,Glucose_ 5TMS derivative,glycerol,glycerol 1-phosphate,glycine,Glycine_ 2TMS derivative,Glycine_ TMS derivative,glycolic acid,Glycolic acid_ 2TMS derivative,guanosine 2,Heneicosane,Heptacosane,heptadecanoic acid,Heptadecanoic acid_ glycerine-(1)-monoester_ bis-O-trimethylsilyl-,Hexadecane,hypoxanthine,inosine,Lactic Acid_ 2TMS derivative,lactose 1,L-alanine 1,L-alanine 2,L-Alanine_ 2TMS derivative,L-Alanine_ TMS derivative,L-asparagine 2,L-Asparagine_ 2TMS derivative,lauric acid,L-cystine 1,L-cystine 2,L-cystine 3,Leu-Trp_ N-trimethylsilyl-_ trimethylsilyl ester,L-glutamic acid 1,L-glutamic acid 2,L-glutamic acid 3 (dehydrated),L-glutamine 1,L-glutamine 2,linoleic acid,L-(+) lactic acid,L-leucine 2,L-lysine 1,L-lysine 2,L-methionine 1,L-methionine 2,L-norleucine 1,L-Phenylalanine_ 2TMS derivative,L-proline 2,L-Proline_ 2TMS derivative,L-Proline_ TMS derivative,L-serine 1,L-serine 2,L-Serine_ 2TMS derivative,L-threonine 1,L-threonine 2,L-tryptophan 2,L-tyrosine 2,L-valine 2,L-Valine_ TMS derivative,m-Cresol_ TMS derivative,Methoxyamine_ TMS derivative,Methyl Caprate,Methyl galactoside_ 4TMS derivative,Methyl Laurate,Methyl Myristate,methyl oleate,Methyl Palmitate,Methyl Stearate,Monolaurin_ 2TMS derivative,myo-inositol,Myristic Acid d27,N-acetyl-D-glucosamine 2,N-Acetyl glucosamine methoxime_ tetrakis(trimethylsilyl),Nonanoic acid_ TMS derivative,norvaline 2,Octadecane,O-phosphocolamine,oxalic acid,Oxalic acid_ 2TMS derivative,palmitic acid,palmitoleic acid,p-cresol,Pentadecanoic acid_ TMS derivative,Phenol_ TMS derivative,Phenylalanine 1,phosphoric acid,Phosphoric acid_ 2-(trimethylsiloxy)-1-[(trimethylsiloxy)methyl]ethyl bis(trimethylsilyl) ester,Phosphoric acid_ 2-[(trimethylsilyl)oxy]-1_3-propanediyl tetrakis(trimethylsilyl) ester,Phosphoric acid_ bis(trimethylsilyl)monomethyl ester,Propylene glycol_ 2TMS derivative,Propylparaben_ TMS derivative,Pseudo uridine penta-tms,psicose 1,Pyroglutamic acid_ TMS derivative,pyrophosphate,quinic acid,ribitol,Ribonic acid_ 2_3_4_5-tetrakis-O-(trimethylsilyl)-_ trimethylsilyl ester,ribose,(R_R)-2_3-Dihydroxybutanoic acid_ tris(trimethylsilyl)-,(R_S)-2_3-Dihydroxybutanoic acid_ tris(trimethylsilyl) deriv.,serotonin 1,stearic acid,succinic acid,tagatose 1,tetracosane,Tetradecanoic acid_ triethylsilyl ester,Thiazolidine-2_5-dione,threonic acid,trans-4-hydroxy-L-proline 1,trans-aconitic acid,tyrosine 1,tyrosine 2,Urea_ 2TMS derivative,uric acid 1,uric acid 2,uridine,Uridine_ 3TMS derivative,xanthine,xylitol,xylose 1
243,89322.2973,5129049.627,138380.3467,,110302.044,,75482.7324,1912686.655,112310.9878,5504128.171,246687.4312,128090.9581,203093.7601,,144762.9891,441801.1722,309982.5933,,1782671.673,,1351225.395,,123649.1666,196894.6527,193022.5946,276576.5154,62628.3987,309146.1722,17439.5986,69306.1199,1686498.502,483824.0367,386893.5779,,705120.4275,299217.7678,125849.4817,214085.9253,,355518.1294,295752.6679,143849.163,96685.5581,127325.354,59973.3162,,,149320.0562,,170040.8743,4581900.311,4922680.769,102742.5304,,2768156.041,,8546670.042,,29511.2516,2407731.801,3271002.152,1443490.442,253534.286,325204.6722,368860.0346,68489.3226,1289775.604,2654097.829,69166.5338,,883486.9753,61293.9651,1827594.9,,90784.532,392858.7325,38892.1228,117923.0985,170010.7893,284843.3422,2289622.802,1087925.976,4196696.317,637269.7369,419218.818,4022229.437,89591.1984,7381.6286,86759.9264,99780.4698,355908.5207,297027.7129,70896.1291,66833.6472,,5334523.209,258313.8771,,,1793625.553,504471.0764,211179.9777,209511.7385,736526.3441,78043.9889,1111548.43,1453809.323,365856.533,625471.9243,291969.0916,8645450.034,,,3051974.398,,2854913.626,,2237765.32,102948.3441,97983.8485,1680771.623,725800.5882,4064784.611,1129711.61,6377954.932,1016681.779,1356634.655,3874842.719,3083958.996,1676794.06,3199335.661,3520427.23,382266.0009,3963892.895,366150.0702,3950905.653,4130226.472,5981866.565,5156836.172,4924226.004,1718484.41,6838209.012,5492107.135,193659.0061,4044479.059,5861939.062,689948.3739,6299294.985,96679.4255,3292426.586,76447.2538,130757.0822,,2158899.094,8376992.539,1033918.049,,217099.1194,60692.6269,1800824.609,8457509.825,87106.8829,,99745.0031,,60234.7944,943498.0763,3877219.665,768853.1018,95034.9489,,326850.4696,414999.831,86082.3502,250074.0292,445934.2509,,6761780.803,726108.9717,526833.5039,69086.2499,,,5302816.609,301422.2447,92470.4079,1258656.086,,8960228.578,8493640.718,65096.5577,526668.9929,394183.6833,37219.1197,574708.9086,
244,81649.9145,348434.9479,685002.9851,97710.6256,159496.1083,62783.2361,,2110715.882,187639.1371,26338.9466,241864.7233,163088.5308,1007878.499,,111483.6488,,382517.1731,758843.8743,,59890.7049,3330418.792,108864.6005,77734.1174,,,297669.5784,94191.3186,252814.3489,14084.3816,93742.9057,1292210.62,353399.1894,193619.5244,,589491.5261,651411.266,236392.9932,,173148.4056,286032.6045,413251.5334,248449.5264,109575.3175,111715.8867,252750.9653,,22044.632,96849.1946,,173242.2497,4152599.299,4810611.796,68890.5734,,,10193908.56,8321386.574,156770.0404,42604.4763,2684862.693,5336526.631,2050940.797,1195097.436,458479.3684,144128.1049,76927.082,1047699.365,,168417.9917,107306.137,5156416.655,290516.1856,1942697.087,,91739.9839,360186.3948,103947.0589,134766.258,,351927.6899,4804153.538,251975.5835,3789249.492,438879.1233,610173.2954,2524124.582,,80826.9156,,156423.6837,366481.0596,232911.6718,182328.7378,80765.5654,728635.5174,249230.3168,75792.5186,,,2366028.049,873980.2783,117373.0238,161266.2488,563933.8562,75927.1227,718203.4881,1799857.198,,761974.9406,411284.8623,8656924.549,979560.0558,,3270189.563,120337.8112,3072628.249,3654385.917,2328089.887,327418.4039,228875.4768,3619707.367,1003010.672,2659598.918,830686.9345,6968188.26,1480210.427,1091482.229,4287511.783,3892120.914,1389374.226,7065409.411,4164083.878,725695.3734,7148450.564,216055.1908,2326815.052,8429087.035,8472488.748,8631445.136,8492894.266,2915025.307,8338110.581,8554831.382,183859.5682,3350989.552,5741196.064,1288685.92,861492.7407,150026.6812,4171906.558,179705.9123,136118.9331,5884273.741,2805959.01,8413070.489,716116.6109,,167428.0055,,2156604.391,8473793.295,188774.0385,,239107.687,,54044.3889,362894.2321,,663753.7184,51295.6713,,469662.9965,187813.803,590988.0891,225251.8001,218209.773,95503.9886,6626615.357,568596.2378,,117509.4725,,,1945989.879,377160.2111,139753.494,2690978.658,,8258714.005,6729532.894,,,102298.1603,28605.5178,457595.408,
245,57204.7704,5121916.089,113997.0349,,163160.6657,80776.3859,,2119831.758,,6303584.507,289618.1674,206638.2761,243166.8759,6369831.88,88132.6646,620995.4925,723959.8759,1630482.978,,62984.6627,2778492.667,170294.0208,202488.9471,494833.6625,340936.4527,328765.9421,128710.9196,369822.6452,15602.6713,58397.3146,1302812.147,361963.3293,380385.804,,699428.0887,406753.2321,194665.8847,341792.8193,192997.578,193548.4667,581787.981,256670.2287,70579.8359,,133425.6961,14039.2558,133063.9229,216589.9514,,,3791698.719,5070115.393,123584.8144,,1494990.521,8218498.423,7322319.979,1575037.833,,3030825.402,5217150.817,3234226.063,906959.8547,359360.4673,2683266.731,48219.0029,2028043.956,,89269.6909,232180.9446,3441568.987,414287.1455,2016570.604,83031.2656,179303.9916,483092.7485,19677.2012,49446.7266,,,1317113.597,309801.0186,3837472.95,337659.89,,3814177.559,62649.7398,43581.1853,102294.477,127693.7987,301888.1373,244108.6793,,163764.8119,470979.3455,10885254.1,318452.7617,5557105.867,,3826610.451,963532.3881,194327.4575,218413.1567,,130950.7608,717350.1422,2151702.646,,1729652.869,1223778.779,8533621.844,,29191.5001,1999573.491,878263.4749,2957896.949,5328664.158,2159995.302,348195.7351,318296.6179,3455517.305,1610537.561,4837317.925,1431793.177,8362740.729,1192810.212,1545084.366,1165409.951,3836972.632,1891504.081,8750645.309,3977979.324,1342099.46,7418046.679,248790.2518,4372559.96,5502737.422,7867764.031,6591757.359,6491722.977,1896795.285,7399694.434,7049089.478,224198.7889,4859483.687,6011992.686,993861.1,,,4938966.407,117387.8997,168476.2127,,3626769.109,6695188.751,350561.1134,,97595.8293,598100.6164,2718324.396,8427869.065,120685.8042,,,4730414.739,54683.4338,981986.9072,748540.0931,897037.0584,97650.8955,,,480597.3748,514109.843,536908.9679,695464.3916,123502.6666,5598792.609,543345.3035,,96778.5859,,91082.4225,4577858.23,327702.3484,167704.473,3507674.234,,5340661.508,8428585.351,81798.5168,182631.6914,163008.9534,89056.3267,1008939.308,
247,,5054442.733,,89821.9806,258603.3675,,,4642166.795,,6789773.705,42796.7902,,,6850651.626,339832.2161,484609.5956,311930.6569,760432.8577,500930.104,130593.305,4449923.244,151503.7619,173573.4742,434687.9973,392231.7307,,130525.6548,485008.0684,38208.0909,73453.292,3540755.429,482968.0305,713182.3419,528040.1132,979868.7952,266821.7361,147407.3655,1398926.292,83937.9247,329771.4392,631430.2795,503287.093,,165920.9684,155894.8651,21592.8461,33350.8566,380147.9324,87089.9266,,6348306.891,8169226.018,306778.2858,1618044.607,,5505681.615,8091271.459,,95594.8955,4944689.722,6426248.408,4036501.488,2232733.658,940001.4751,7762476.298,71844.1611,2656685.673,,67854.8613,,2321258.985,,2854069.657,84216.1149,241136.6875,,397578.5641,229918.8385,,,867880.4034,310072.0686,5295218.666,292259.8355,452302.2933,3767878.524,77298.8201,,88348.2616,83119.0537,134516.2196,448491.7707,102595.6438,93580.2129,142133.8221,5449016.322,464964.1932,,1452678.356,2056751.308,710376.0204,375782.9525,,,121857.911,1427883.116,4571479.624,,1228424.869,1094283.608,6788975.568,2287686.866,67688.5645,1701483.145,1079387.684,3440653.374,,3719102.654,756850.9442,592871.801,8546547.551,2579433.032,5927607.777,2817682.584,8368479.962,1433700.039,2261566.651,,4258066.472,2718075.769,9787196.291,,461258.1251,6532787.986,251559.4372,2247410.61,4626449.753,,5161791.935,4405749.235,1364130.571,4633101.991,6065330.651,426268.1988,6920925.107,7099774.308,2563584.446,691803.2554,137903.5808,4867028.053,109425.8943,236271.6383,,8873547.047,7678007.179,71373.6265,1570667.888,,139167.4347,5142886.135,4474654.641,417695.0424,280168.1859,450126.9227,,73844.657,1653407.331,1831513.192,1133931.94,1801661.79,1647197.569,,,423908.0909,276218.2136,1048155.355,,6535067.097,1293502.158,,54302.9907,29785.8666,,3370855.331,1239400.352,210161.531,1333501.36,8391500.981,11905399.69,8514984.606,,,277374.2107,,996216.1595,
248,105384.1431,6037469.068,118791.4166,,283761.2434,179594.0961,85835.2859,4551819.927,210232.2257,8412907.51,77489.5839,,274554.2476,,212943.8325,644257.6501,1621432.399,63971.4505,5213185.415,,4179298.37,,288059.6748,,604408.0302,128765.4756,237632.1782,765623.07,,61231.0869,2642009.249,876642.7454,1057696.138,,1050451.492,412517.0565,420005.6062,591533.0527,,335425.081,835641.9975,299125.6107,219682.5428,,125793.4526,,,481678.7195,,145522.1244,5427651.493,7853006.015,231324.2829,1623183.01,1731245.817,8538702.46,8374467.97,3960006.171,102146.7077,6634493.43,4804509.039,1318720.177,600879.7767,423244.1534,501984.4626,138780.6255,2660055.938,,65506.4035,1347324.08,1166682.749,581994.2205,2694637.51,162519.4692,282217.681,,141376.6986,121610.9751,349535.6796,,1924393.703,1052675.691,7233884.304,927279.2125,473525.6582,4731607.786,168031.2269,37205.9149,96231.5738,,523503.5117,590544.3723,136505.0951,706306.9333,410423.3378,5489376.187,198631.4459,,,1284531.396,627056.4614,200984.0795,182004.2061,348251.4837,327652.2374,1522489.178,2925790.251,363948.7435,2685034.239,1259148.819,8189138.446,2397987.632,80339.8442,2910679.835,563054.3859,3065647.887,,3582503.82,425706.7795,204029.422,2636618.702,1135447.065,4437176.873,1193437.324,8198455.563,,2377908.911,2965850.075,2924301.01,1805364.135,9124525.464,,761017.601,6010351.422,345173.2349,4837837.128,5515018.999,,6273929.255,6510539.014,1330254.285,7228328.567,5891950.527,446700.2866,8567898.228,8340419.244,,1238368.334,,4706629.489,86425.9981,161596.2241,,4588696.919,8594102.401,1025120.951,1555360.346,225332.5594,235651.9922,5073314.344,112412.9152,128406.0626,1073163.379,208437.8909,4480482.952,143961.9169,2861700.579,4410793.56,2774693.441,644417.807,2325965.772,,,240458.8614,802309.1078,,153611.144,8411382.171,1695656.008,369884.6151,81370.0922,,6916716.946,5946365.252,1510933.389,225415.5171,2000063.145,8513474.354,,8045410.314,766476.9638,311037.3694,185065.9089,183180.5518,1163431.658,495745.084
249,106707.8681,3925102.617,88053.8936,59241.3882,217273.3526,,37173.7626,2163395.738,51324.7381,6372674.014,192968.2705,197245.2431,404347.144,6243901.228,55152.5912,669902.4481,685973.5194,,1047043.704,47590.0522,1552475.935,112914.869,228075.0894,326373.4853,276340.9902,528173.5733,113394.3332,,25568.2022,132034.0181,1851433.402,441795.595,427873.2752,522280.1056,818079.0351,761408.844,282463.8706,273151.8364,263215.2175,261254.9325,231474.1502,371200.6682,102314.1516,70870.2588,87807.0029,,26087.5145,149880.3247,22219.6424,241292.7031,4077418.095,4588935.649,133674.9492,,8423609.898,6415938.366,8488927.771,1774462.098,33992.5566,2989410.438,2840274.626,1226538.223,593564.468,241779.0984,340262.1391,87706.6609,1217738.546,2036407.462,70755.4282,,1035889.342,344426.7812,2041745.311,,231461.8816,571392.0706,196954.805,147976.3242,184123.0193,96056.2932,2041317.381,726763.3813,8066949.643,726660.5876,,3094738.02,98123.5573,28692.9883,104929.056,117391.8233,339380.3863,293463.8243,75611.4402,99889.0787,516147.2682,3521769.939,277439.2625,3433202.605,,1949780.666,529470.1625,230746.2289,210684.2173,847241.4594,,1070043.196,1877274.069,1295853.327,760882.7061,473896.0519,8656632.759,,16762.6619,2576969.78,456036.4809,1918235.975,3176634.591,1981773.829,203486.2637,208592.0721,841348.9397,1189596.529,3840418.958,768611.8343,6454218.379,3621613.908,1983966.172,3774431.387,3582416.408,2052949.252,2849705.867,3699912.197,733562.2379,3965075.255,709017.4759,6157350.256,4148112.514,4360365.977,5162755.761,5200430.488,1533577.948,6860276.098,5757937.058,221031.6311,4027648.736,6900882.191,392080.9976,2311410.304,93411.2827,3057016.425,163568.1507,145667.3666,104932.9404,7976783.385,7541261.162,1387021.74,,219916.7099,50634.7051,2053651.751,8445399.884,,,,2480338.105,43605.5957,746507.6213,2915878.768,816467.83,123178.1257,,372303.893,332526.4931,151996.4459,283663.3744,106653.3203,123624.2379,5759987.53,756237.8618,235338.7491,78291.919,,1461642.916,4560283.358,391884.3205,83792.0179,2323185.045,,5129735.089,8077031.139,39417.8487,,157606.0916,33753.1582,554668.8321,
250,147297.9118,4452103.541,89993.7096,,340599.8898,152128.1003,66280.2103,4717600.69,161329.4413,8668823.105,90218.1157,468390.0732,320496.0645,,224203.0692,,1126106.067,1386760.788,814542.0904,174919.4764,5575147.978,,211431.6013,792499.3122,311606.8686,,191464.3066,779265.7079,,88321.4051,3024555.384,690822.1254,431724.5223,131590.7602,1313795.425,380475.2717,420897.3298,,170534.3564,307414.1957,378097.9223,245415.6762,227144.9225,1190283.236,68845.209,22233.14,54432.6009,219951.7943,,134353.993,6232465.039,8411251.893,141462.2825,619047.9076,1367234.496,10058653.27,7881516.954,,,4686845.729,,2063200.291,806967.0229,634493.4218,414397.6812,90953.3712,1648060.919,,65618.7557,182178.4408,1576013.724,355728.6039,3520615.562,59393.8587,218555.7918,,186853.4068,89201.8066,131364.0489,454229.8383,,633113.9316,7193542.668,1506554.605,,4788672.794,145372.4921,,78124.7803,,922761.7025,579304.48,260294.5102,438751.9585,333365.7381,13084574.06,155358.5449,2548921.559,,2949519.628,,187926.9545,170826.1689,533988.4377,747298.9745,758180.0795,1231986.086,181029.9394,1184009.038,525951.4694,8147463.086,1535365.985,,2994173.802,962310.8476,,8476947.899,2155626.701,485410.7216,295168.8078,3111211.125,1229458.98,3907410.259,812320.5022,7529400.443,2041488.844,2020619.953,,3001933.219,1161669.771,8230305.646,,4518862.726,7083574.146,421125.2061,4510434.956,7834998.654,,8006717.1,8228781.175,1705621.772,8424800.102,7488283.81,404532.3368,6582938.716,8289390.458,,580905.3835,181797.0617,4684659.122,122954.0218,196056.3388,,6161856.663,8497790.129,2160459.578,1558457.222,276928.9602,196143.0697,4479383.012,7398430.916,100344.6059,877571.7662,253727.9114,,93992.5323,1706469.667,3454015.334,3275582.684,457530.4687,509028.1654,691183.0673,,288584.019,201329.2718,375309.3291,163122.2445,8327099.259,1000857.174,,57518.3829,,,4360214.057,320508.4285,164119.3719,5949684.513,4192885.867,,7917223.691,1369175.977,205973.171,172488.5944,166735.0743,935987.291,
251,22471.4991,4669863.845,119422.4484,56642.7824,186594.7622,66499.173,58609.0379,2219965.497,192266.3519,5753099.255,125300.4609,,186321.3271,,269733.8603,278620.63,968716.7988,148809.6151,2496471.64,,1535479.192,,200189.993,360588.1025,390912.1296,245181.6388,103979.9858,315377.1595,20375.8368,,1254001.838,428362.4624,373440.9821,1895551.679,781246.8689,,366741.8572,279229.5585,135433.2109,286550.901,265366.7517,194685.8235,98287.6899,,,44179.0414,11921.5926,140350.1186,6936.2735,,4521212.83,3632153.736,,,,8638274.042,8395431.538,177609.9944,41284.0336,2303791.635,3244284.23,1480865.976,,346030.5154,366433.2933,100843.3962,1738164.86,,65047.1277,439461.4477,4121261.333,,1795374.78,,128732.4581,996676.8675,147096.4107,209304.4378,,,1075746.778,652440.083,2060294.855,278887.8983,331974.0408,3292022.629,71155.7487,25961.3586,106528.3088,,294592.6174,387837.3834,149747.2462,91485.9573,497560.3335,,178230.9524,313426.81,,1883691.668,544245.6483,90490.4082,128244.8469,,218955.9788,,344485.9706,675187.3501,1562644.594,727562.2704,7206526.033,,,2001767.956,921885.1882,1584660.829,2010635.46,385873.9072,154844.5937,153359.7354,1667072.557,679480.7136,2725566.962,707597.8864,6826463.911,,864533.3531,2364000.784,2312934.732,1061622.034,5674180.388,1202071.87,590374.3412,3690114.243,1153844.622,3279598.185,4459951.552,8652602.725,6462507.212,6235079.731,1855936.273,6895520.067,6991654.277,219316.6635,3856875.34,5727452.751,2209266.377,9179373.583,81491.861,2187203.891,130339.9158,140350.4315,5014783.6,2227563.722,7327023.591,275956.1703,,112910.7083,258281.8741,1368782.228,,,,288325.9328,,52906.4659,1046389.536,3883127.199,758836.7375,71492.4314,,271574.6096,,200969.715,326781.2374,413403.7571,,6095634.708,1340518.9,644932.5115,56333.7093,,3084141.126,3750197.763,753988.6916,138421.3174,2290846.043,,,8445109.007,142655.7276,,492128.1541,36584.3576,773734.0927,508280.647
254,64110.7511,3785207.41,201322.7424,72057.2742,207820.7792,,65661.9262,2146307.693,,5666856.08,216531.1863,,198008.7823,5842051.789,116299.5555,439433.2542,,,,59486.8568,3024516.962,104349.4364,203687.8796,319193.3075,286441.0402,,85613.5026,343677.5359,43316.5164,71485.6189,2490517.073,420910.3585,469194.3077,651365.1956,871496.4046,656154.2205,326366.2092,,273216.2689,398700.0172,434603.9345,403952.3941,,99671.9403,,,32280.5504,172371.2749,31830.7071,108304.433,4531981.903,4086504.869,,,1450240.594,,8613020.561,213848.753,53364.5034,1926205.137,2372424.022,1997543.964,,402991.4286,476323.9727,108369.9846,1562899.204,3405070.948,65191.2331,537554.0112,3937086.763,,1938872.498,36651.1455,108211.2894,443814.7474,257693.4816,163163.7715,,335368.0574,3614451.184,1256339.977,6780863.008,787693.084,926152.0441,3297254.585,137930.1869,75583.1323,82876.7888,,248637.178,318181.3009,117167.2159,,753439.8983,3459192.131,97752.0125,,,1295082.494,563339.864,68558.6575,258465.9302,516038.8815,266402.4152,1259178.745,554488.257,502700.9072,1082466.238,647291.6893,8380583.944,,,1916859.266,522364.1774,1680888.99,2850470.958,119082.2555,173291.3143,162859.1149,1168419.647,1090489.098,3537021.272,785319.7954,6969381.152,,1607919.774,2943136.334,2823312.933,1338612.853,6336883.387,,215034.2656,2439511.792,496827.4959,4787922.727,5154670.666,7896127.001,7032628.535,6657511.931,1935150.643,8181747.349,7219899.268,203545.5792,3738726.14,5749684.251,1275556.05,5157557.615,86699.3282,1603926.247,124584.1789,133809.251,,4059965.532,7048639.772,622457.0924,,118049.198,484584.179,1977690.251,8574387.017,729538.3396,,,,39786.0465,1006831.038,4821164.362,1048035.64,46998.7758,1339042.758,531635.8622,,115253.2691,104790.9602,236683.0804,261982.9251,5734260.689,1169877.413,600128.1603,55633.9975,,,5781816.313,323912.9433,100113.9124,5176072.111,634962.9687,,8448774.523,152240.3805,,292311.062,31124.3092,271323.4043,296987.045
255,152847.3708,6356716.576,,,247978.4601,185987.0964,,3943475.594,,7558082.763,,185845.4868,,7276128.197,174213.1623,,364174.3435,1993025.868,,140108.5852,4469851.945,136853.7054,204906.0763,282634.234,364157.4951,304186.37,71363.3365,223094.8019,26665.6951,111020.4716,1568123.961,715138.6128,222234.7497,119601.19,1167224.278,576912.2994,287151.6146,371799.0408,154144.3432,281238.0914,450608.3788,331244.1927,,85265.0195,98753.8554,15526.7502,37771.5786,211189.4121,13462.4478,153253.479,,4485728.377,160753.6063,1053021.439,2676598.662,8356421.183,8476188.81,,67079.132,4938156.805,,2072803.107,434264.172,397843.8527,210869.6201,142751.1457,1635903.045,,104624.0544,136517.8816,1114576.68,,2977016.423,52067.7295,172100.6305,790013.8886,192315.0514,,187103.7748,,981297.7964,530093.7692,4241460.771,2000321.017,576665.9351,2274751.18,232112.2796,33560.8221,247417.1192,159733.734,485809.3885,338216.7805,369060.573,410895.7959,469498.5223,4179701.32,57433.0083,2058062.833,,1787510.692,1148162.24,292153.155,198360.5132,640155.567,153870.9399,1073321.988,3031701.054,,1440715.908,714016.3761,7912312.448,2088156.95,85839.0098,2829171.286,932151.3271,,2927172.801,2842618.865,542670.6239,392740.2312,3965933.383,1206378.476,2532953.403,1043288.569,7087014.66,1554048.703,1838179.573,2074838.571,2826635.563,1974760.468,8091375.739,5368381.735,2767206.578,5741149.508,,2391498.858,5218869.658,8164838.027,6391933.187,5156054.942,1516858.054,6775040.539,6312395.489,383733.4407,4846012.915,5820431.025,1237871.611,327112.7528,165516.3141,2485636.938,306228.472,199530.4194,,1800717.91,8461654.463,1599128.423,721644.0914,203029.2151,16421.6206,3359105.208,8428687.729,154309.5306,718649.9859,184882.8276,3816876.159,52528.3006,1144314.035,1726781.269,1343137.353,128695.3422,,801476.5037,258799.9725,1063115.059,336861.2336,406678.3836,92281.2759,6803334.187,711910.4,,128099.4448,15209.4566,778651.5594,5019849.98,1749015.523,90788.7346,2041906.633,,,8415968.641,86728.9235,409662.896,,98040.0071,574875.9442,320795.8627
256,33407.1493,8253042.214,107406.7672,38049.498,127566.4235,31696.9734,75306.5281,1391541.005,39720.7363,7208937.015,95190.4813,,243361.6159,6825049.394,50464.6472,,462296.467,,3733713.776,,1653318.514,,146341.0704,,110493.3923,279756.008,55885.3858,,25263.1914,,1327123.645,378855.7904,228106.5209,,457048.5969,260599.1047,46320.6164,58993.389,152010.6768,240612.7412,475395.6067,62819.1943,99435.7745,86038.6317,,,,80679.2672,,69195.952,5394648.488,4013709.484,33383.0067,266155.6586,820351.6195,,8565797.52,129349.819,26529.4744,1557686.876,2900359.908,1628519.525,193147.7491,372526.0098,33781.1561,82598.0277,559874.2832,1745349.616,56175.9881,77919.3196,3912491.024,346831.0372,653528.3301,18417.7429,65114.6613,,54716.9025,,,573695.4281,3329042.122,1089674.218,2865521.34,428727.2758,,1912895.482,,,,,374689.5694,170137.3591,72866.7052,137640.6894,96301.5072,3553532.07,37779.4612,1071758.145,395334.291,1242499.877,528735.9637,130521.3627,101142.8712,204315.1025,113114.776,315041.1315,701932.5634,335055.7309,577753.1328,268602.9828,8730259.748,679689.8986,55310.5388,2247986.785,308632.2419,1392221.706,,878235.3951,82822.6811,,1387609.907,479970.8744,1790490.536,790913.77,6059818.32,3722339.809,786967.525,2019984.342,2455294.504,880966.4601,3872646.715,1880971.62,1493789.56,3830261.758,,4092506.08,5868727.224,5149216.366,6433316.099,6701931.072,1691346.841,7774825.09,6058210.299,142057.8005,2150146.434,7842031.817,,1687899.667,,1707310.747,89685.0758,50545.422,378218.3994,2480335.264,7676999.12,714886.3794,256692.237,99720.3447,36705.2767,1859408.357,8467475.442,,356560.316,105479.9009,3024310.373,25855.5599,430705.6323,4466568.63,,115789.9857,119286.1553,126229.7462,,,176353.4297,162272.686,,6266466.695,999999.0108,231580.6221,,,1237251.361,3677153.387,268572.3472,67094.2397,1807978.092,,9246167.815,8341928.916,244590.5005,,,87946.8872,252819.7829,305294.584
